"LOCUSTAG","GENE","EXP_70_TestInt","EXP_70_CntlInt","EXP_71_TestInt","EXP_71_CntlInt","EXP_72_TestInt","EXP_72_CntlInt","EXP_73_TestInt","EXP_73_CntlInt","EXP_74_TestInt","EXP_74_CntlInt","EXP_75_TestInt","EXP_75_CntlInt","EXP_76_TestInt","EXP_76_CntlInt","EXP_77_TestInt","EXP_77_CntlInt","EXP_78_TestInt","EXP_78_CntlInt","EXP_79_TestInt","EXP_79_CntlInt","EXP_80_TestInt","EXP_80_CntlInt","mean_exp","stdev_exp","RSD"
"b1686","ydiI",2261.399,3608.041,3332.756,1983.043,6948.568,4209.695,6431.77,5453.626,587.319,741.344,1041.177,1262.441,780.903,760.603,655.295,672.784,868.872,892.062,880.086,480.536,963.74,1295.686,2095.98845454545,1583.07341167634,0.75528727662751
"b1687","ydiJ",2885.289,1302.89,3801.887,7758.166,5354.366,9061.285,5681.279,6888.623,1130.308,3520.342,2855.445,5324.757,593.046,1012.706,718.578,1477.559,1038.654,1117.067,1121.334,1092.184,1278.734,1265.507,3012.72754545455,2201.58060184449,0.730759940495158
"b1688","ydiK",3243.869,2511.79,3304.005,3995.056,6760.902,9121.15,7087.2,8983.114,1272.544,2168.527,2159.528,2785.074,738.523,1328.424,673.251,950.801,990.491,1168.142,839.857,730.125,1351.644,1048.056,2873.27604545455,2256.44400922201,0.78532099719122
"b1689","ydiL",2576.148,1854.738,2485.809,3219.23,4937.277,5730.717,3853.624,4469.817,783.343,1223.247,1959.813,2478.927,650.317,828.869,598.829,811.248,566.33,577.829,461.6,546.281,1076.028,919.369,1936.79045454545,1360.24727324481,0.702320310414813
"b1690","ydiM",4454.352,1348.369,1728.135,5772.578,3906.064,13020.525,4538.5,14583.001,531.159,1213.535,1683.794,3028.736,378.461,1091.427,526.212,1689.64,494.388,475.895,416.017,366.457,4716.497,4440.48,3200.19190909091,3576.78666592891,1.11767880412677
"b1691","ydiN",3082.745,1287.182,1785.98,3544.828,3792.675,9045.597,3861.645,8254.7,977.532,1289.861,2356.614,2293.762,508.463,1226.218,590.994,1295.237,592.43,601.95,366.711,383.079,3938.69,3957.847,2501.57909090909,2127.34910643471,0.85040249743278
"b1692","ydiB",2994.294,1503.386,1831.741,3136.631,4770.749,10734.743,4923.607,9374.331,827.434,1048.056,1817.198,1976.182,460.322,838.403,606.557,867.969,910.49,816.608,434.436,415.585,1307.867,992.553,2390.41554545455,2548.07465575869,1.06595468750358
"b1693","aroD",2744.828,2716.437,3856.296,4399.122,6253.725,8680.124,7616.962,10361.893,425.053,583.464,2284.242,2350.09,608.031,983.649,699.655,944.561,874.006,1147.676,695.786,664.212,4340.062,5489.656,3123.615,2470.36192149405,0.790866326834149
"b1694","ydiF",6105.95,1698.446,2164.773,6784.374,5099.005,13419.097,4828.971,14608.293,988.091,1822.243,2705.163,2829.831,679.109,1967.98,721.572,1996.144,685.494,639.588,490.123,349.949,1418.352,877.953,3312.75004545454,3652.818621123,1.1026544626073
"b1695","ydiO",2635.754,1251.984,1875.423,3119.286,3004.689,5514.445,2989.109,5114.934,404.922,457.142,3228.168,4077.587,725.836,880.696,852.467,1045.879,828.869,818.592,452.571,396.726,1296.584,1030.765,1909.20127272727,1369.45677881054,0.717293036817584
"b1696","ydiP",3910.128,1774.258,2279.497,4055.039,4035.411,9011.178,4476.018,7241.134,1028.624,1910.189,2195.753,3649.543,641.142,1170.979,707.948,1238.605,658.254,634.51,432.933,514.134,1152.06,919.05,2438.01759090909,2023.99580509785,0.830180968605375
"b1697","ydiQ",804.25,1303.794,6251.558,3434.775,9694.831,1525.43,768.286,810.405,1367.666,746.76,1907.543,1276.962,1003.274,1043.706,433.083,227.78,324.596,295.19,384.01,451.005,3633.137,5724.762,1973.30922727273,2251.18947145263,1.14081941154451
"b1698","ydiR",1083.888,1609.057,2192.711,2107.767,2762.962,1679.714,3234.888,4007.537,730.885,609.085,1210.595,1003.274,644.707,647.843,436.095,584.679,1195.17,1143.309,864.966,803.136,705.254,910.175,1371.25895454545,709.304670153138,0.517265296829553
"b1699","ydiS",5134.471,2395.316,2515.274,4071.938,6076.395,9708.28,6086.934,12014.592,1260.255,1472.957,2884.289,2986.003,1011.303,1493.002,1030.408,1266.824,1334.423,1317.877,783.071,550.653,1238.605,1030.765,3075.61977272727,2706.68655919806,0.880045896179792
"b1700","ydiT",2267.678,2018.405,2476.351,3345.486,6984.785,3805.842,5724.762,3904.711,970.443,1002.579,1356.807,1518.046,728.356,824.571,659.853,701.354,2070.839,1472.447,526.03,590.994,1955.064,1784.124,2122.25122727273,1299.31311526638,0.612233414484159
"b1701","fadK",2904.351,1236.46,1961.172,3713.336,4429.721,9548.113,3629.361,8378.638,913.335,1409.531,2497.034,2786.04,497.654,676.056,638.039,1183.218,621.883,594.486,260.927,252.563,2335.475,1620.811,2367.64563636364,2240.36083447527,0.946239927152332
"b1702","ppsA",5778.583,5090.177,8939.634,8283.358,13892.321,24087.549,11828.668,20339.548,2745.779,1706.707,4649.952,3618.058,1008.503,1014.111,1420.32,1897.652,2440.566,2799.59,1428.713,1167.737,1755.298,1240.323,5778.77940909091,5832.87766422408,1.00936153663316
"b1703","ppsR",5166.602,3997.826,5485.852,7065.128,8816.559,13161.169,8387.354,16158.437,699.413,1117.454,1836.19,2371.362,494.902,987.064,708.685,1218.592,1296.135,1645.146,938.361,606.347,1026.843,1204.317,3835.89718181818,3943.63045103159,1.02808554664188
"b1704","aroH",2912.415,2510.919,3895.249,3968.835,5616.673,7530.344,6883.85,6405.076,1006.06,1229.197,2175.302,2547.736,524.937,850.401,574.833,879.781,739.804,840.439,511.114,599.036,4370.25,4577.994,2779.55659090909,1819.25842865664,0.654513901464271
"b1705","ydiE",1972.077,2504.835,4231.637,2988.074,6159.084,3629.361,6883.85,3782.174,759.813,781.716,1565.058,1672.743,667.674,589.358,721.822,717.333,1555.864,1596.282,455.087,500.075,1030.765,1183.218,2088.54090909091,1283.74704232908,0.614662148460314
"b1706","ydiU",3931.87,3538.691,2820.04,3201.428,7725.968,16618.471,7416.383,15302.715,1144.499,1166.12,2120.223,2848.526,448.2,739.292,590.994,1009.203,1897.652,2372.184,319.351,283.853,503.379,557.373,3479.83704545455,4174.00649712083,1.19948332137363
"b1707","ydiV",2615.734,2157.283,3112.806,2961.269,6429.541,5306.335,5161.233,5023.58,930.266,1173.417,1699.624,2083.798,631.877,734.44,562.808,768.286,1035.779,1067.115,481.536,581.849,1272.544,937.386,2124.023,1480.22946181318,0.696898979819511
"b1708","nlpC",1589.657,1855.381,2513.531,2017.706,5419.71,4028.424,4440.48,3321.226,430.837,650.317,478.873,621.883,706.967,875.826,468.531,550.272,925.443,1195.999,715.099,774.972,2500.498,2521.384,1754.68254545455,1158.58093179195,0.660279510269946
"b1709","btuD",2098.292,2406.966,3666.023,2809.31,6553.273,9254.889,4835.67,6065.875,1024.355,1092.562,2098.292,2035.264,572.845,719.076,658.026,838.694,870.983,883.753,541.006,581.043,3754.747,3438.348,2581.786,2045.83748608798,0.792411720447774
"b1710","btuE",2835.721,3440.732,4340.062,3979.855,8115.701,7070.027,7755.478,7777.011,454.457,597.171,1612.407,1898.968,707.458,971.116,685.732,904.201,2264.536,1946.95,1017.632,711.638,4847.415,4110.22,3092.93127272727,2071.19153631127,0.669653268591689
"b1711","btuC",2823.952,2020.505,3259.647,3293.715,5512.534,9393.845,5395.347,8217.592,1432.183,1186.092,2550.386,2441.412,621.668,842.189,701.598,939.338,1520.679,1410.02,500.942,547.798,1001.19,950.472,2571.05018181818,2169.36039343144,0.843764314198382
"b1712","ihfA",1222.823,5480.151,7416.383,1789.697,8539.88,2687.409,6562.364,2132.012,3446.7,878.562,4574.822,2327.394,1264.63,443.718,1279.177,496.276,2192.711,2224.862,1537.105,1717.388,3559.601,4271.42,3002.04931818182,1836.19045540579,0.61164566627369
"b1713","pheT",2565.457,7176.178,10843.178,3496.026,14653.93,9654.595,13988.949,5792.619,4097.42,1750.438,7045.567,3405.144,1776.104,1067.115,1647.428,1035.42,6042.794,6369.657,2153.548,2137.191,7648.706,6396.203,5488.3485,2946.43079655827,0.536851986815027
"b1714","pheS",2777.363,5974.077,9073.856,4069.117,11167.356,5378.544,10801.919,3986.757,2317.735,1190.622,5065.539,2863.373,1509.652,765.363,1538.171,984.331,2253.575,2724.923,1465.828,1710.853,6367.45,5262.381,4056.76295454545,2278.61692310781,0.561683526653857
"b1715","pheM",1896.337,2930.64,4347.589,1959.134,8719.321,2990.146,8079.218,7413.813,1388.681,532.449,2396.146,1164.504,1211.434,951.131,543.826,468.206,2901.333,3005.731,795.38,897.955,3868.343,3455.072,2814.38131818182,1879.8373313583,0.667939812993335
"b1716","rplT",1295.237,5820.793,9351.616,1612.407,17091.602,3504.517,14730.308,2538.042,1661.764,519.687,11044.19,3114.964,4084.659,773.898,3412.232,988.776,4541.647,4190.771,2276.339,2411.14,5356.222,4435.866,4761.66713636364,3513.78301394876,0.737931256705219
"b1717","rpmI",713.367,4555.836,7013.894,1204.317,21447.175,2997.409,10251.163,1393.503,5030.549,689.545,6163.354,1236.889,3660.944,149.915,2731.542,163.653,4247.8,3949.625,2140.156,2699.544,4006.148,3396.893,4083.78277272727,4094.11126469463,1.00252914822902
"b1718","infC",1235.175,8998.695,13156.608,1541.907,26204.01,3860.307,21663.819,3080.609,2012.119,677.229,10760.817,3860.307,2436.34,274.279,4805.597,561.639,5034.037,5512.534,2958.192,3857.633,4093.162,4150.3,5942.51431818182,5262.87441747572,0.885630919116735
"b1719","thrS",1119.392,1564.515,1381.96,1515.418,1553.708,1142.913,2392.826,2448.19,1672.163,1122.5,2081.633,1826.037,780.092,702.571,481.536,552.756,1686.13,1287.628,257.87,367.984,1609.057,2388.684,1360.70740909091,419.516570874336,0.308307699415421
"b1720","b1720",3112.806,2323.365,3957.847,6380.704,7959.709,6232.088,6770.281,7388.163,1490.417,1349.772,2632.103,2091.033,1388.2,766.956,1891.742,996.344,597.999,645.378,463.203,406.891,1211.014,1061.582,2778.07259090909,2101.68031890198,0.756524622783246
"b1721","b1721",2866.352,1577.036,2248.115,3619.313,4098.84,7388.163,3834.971,7156.309,1171.385,1672.743,1947.625,2320.95,1196.828,1024.71,1151.262,1086.144,694.822,613.747,382.416,369.39,1637.183,918.413,2226.21440909091,1739.61907645147,0.78142476724057
"b1722","ydiY",4434.329,3133.371,4997.532,7553.869,8177.817,12770.258,7715.265,14588.056,1720.963,1235.603,4062.072,2362.339,1791.559,889.592,2202.613,3154.072,1107.43,1637.183,828.007,701.598,1093.699,1124.447,3967.34881818182,3504.52843989671,0.883342655386373
"b1723","pfkB",2164.773,3605.541,4672.568,3173.81,7050.452,5324.757,5849.104,4176.272,1955.742,1645.716,2168.527,1855.381,440.195,371.701,851.286,758.234,2111.423,1580.319,1013.057,945.871,4113.07,4153.178,2726.40804545455,1434.77706066665,0.526251770368235
"b1724","ydiZ",3857.633,3450.285,4164.709,4770.749,5626.414,6199.774,6275.436,4940.701,1257.201,1486.805,2460.098,2792.807,1008.154,1079.764,1116.68,1206.824,2407.8,1957.098,1738.347,1706.116,6975.109,6700.254,3326.30718181818,1549.23804473109,0.46575314907755
"b1725","yniA",5497.271,3208.092,3407.505,4499.347,6086.934,8037.327,6440.692,10638.447,777.932,1191.448,1510.175,1807.149,888.052,1528.075,789.065,1133.053,1679.714,3134.457,1604.602,1095.976,1138.17,1184.038,3058.06913636364,2333.64346952025,0.763110108195657
"b1726","yniB",2861.389,3515.465,3895.249,3139.894,6573.746,6258.061,6127.148,4701.808,1046.604,1491.45,2330.623,3035.04,939.989,881.306,874.006,857.801,689.784,751.693,1090.671,1352.113,1131.484,1097.496,2483.76454545454,1530.92795061816,0.616374025235147
"b1727","yniC",2943.874,3571.959,2851.489,2692.07,9152.816,7771.622,8155.174,7871.921,1636.049,1719.77,1268.581,1834.282,1283.173,1057.543,1009.203,663.062,210.256,210.547,208.297,197.198,699.898,540.818,2615.891,2417.30912290525,0.924086333453975
"b1728","ydjM",2632.103,2132.012,1872.176,1983.043,4820.61,7831.104,5116.707,5446.071,1361.518,1572.67,2503.967,2948.979,1048.783,934.143,1016.927,873.098,230.64,220.785,178.837,182.975,392.759,514.312,2082.4645,1766.03784679098,0.848051837998188
"b1729","ydjN",2981.867,1478.583,1890.432,4425.117,4518.098,11025.069,4675.808,12810.152,542.508,1139.749,1885.198,2731.542,602.785,1025.776,870.983,1804.646,674.185,719.574,393.304,316.596,5186.336,4364.195,3002.84104545455,3033.22227891543,1.01011749639791
"b1730","ydjO",3094.52,1442.644,1590.759,3079.542,5193.531,6772.628,4445.1,7580.094,708.93,1359.16,1748.619,2362.339,1143.706,1300.184,959.075,877.041,610.141,598.414,421.24,323.921,1367.666,996.344,2180.709,1820.98921104235,0.83504457084478
"b1731","cedA",1784.742,3421.706,3411.05,2977.736,5067.295,4734.512,5980.291,4532.213,1213.956,1280.508,2155.042,2529.261,806.762,585.693,945.871,896.711,1214.376,1100.543,843.357,979.567,954.102,1057.176,2203.29409090909,1173.73122209471,0.53271654788963
"b1732","katE",1922.143,2041.622,3125.779,3052.975,4105.949,4913.38,3776.934,4161.823,1222.823,1414.425,2018.405,2160.276,757.709,744.692,687.159,701.111,1150.065,740.574,674.185,521.672,3413.415,3782.174,2140.42227272727,1125.81084196787,0.525976045153648
"b1733","chbG",8545.801,2299.333,2555.695,7478.328,6131.397,10268.943,6163.354,16687.729,989.462,2577.041,2501.365,4280.311,833.189,2345.208,705.743,1491.967,862.272,968.763,753.78,522.034,5938.982,6535.129,4156.17390909091,3644.86405574899,0.876975828123189
"b1734","chbF",3243.869,1385.797,1872.825,3937.325,2860.398,7191.116,3342.009,6197.626,636.052,1455.198,1838.738,2964.35,498.172,1012.355,604.459,1320.163,585.084,709.914,341.798,338.497,4071.938,4063.48,2294.14377272727,1685.96795122479,0.734900737812311
"b1735","chbR",3021.397,1764.447,2003.768,3022.444,3559.601,7104.414,3671.108,6174.044,777.932,1219.86,1928.816,1976.182,651.445,1110.12,693.379,1087.274,1218.592,1392.055,515.74,592.019,4081.829,4173.378,2351.81109090909,1565.48076284301,0.665649026358606
"b1736","chbA",2185.882,2146.842,2618.455,3348.966,6447.392,6551.003,5722.778,7299.085,662.832,843.065,1687.884,1747.407,656.204,830.594,762.715,941.619,693.619,844.527,608.663,520.048,919.688,909.544,2224.946,1878.36122233904,0.844227780062544
"b1737","chbC",2796.681,2186.64,3339.694,4622.636,4449.724,6702.576,4228.704,5792.619,1615.203,1650.286,2440.566,2214.86,573.838,826.86,632.754,853.058,713.614,827.721,507.407,595.105,1195.999,1004.318,2262.31195454545,1571.3387932188,0.694572112418739
"b1738","chbB",3320.075,2416.997,3981.234,5202.538,7624.886,9604.535,6798.496,8510.334,774.703,950.472,1978.238,1953.709,597.792,835.502,546.66,674.418,896.401,960.739,698.202,799.248,1363.406,1127.569,2800.73427272727,2493.19565710217,0.890193575799095
"b1739","osmE",1436.657,3199.21,5021.839,2204.14,4496.23,3443.118,4486.89,3337.379,513.066,441.112,1697.858,1535.508,438.065,578.832,520.048,663.292,2264.536,2393.656,1400.28,1296.584,9086.443,6852.905,2604.89309090909,1972.48282745583,0.757222180956167
"b1740","nadE",3405.144,3170.512,4695.295,3782.174,12961.994,4952.702,6030.241,3526.448,1120.557,838.694,2150.565,1679.132,2631.191,3109.571,1519.099,1603.49,1372.414,1126.397,607.82,845.992,3482.723,5404.704,3182.5845,2376.93201757086,0.74685590204152
"b1741","cho",3513.03,2384.548,2692.07,3639.438,6582.865,11453.493,5832.91,8516.235,1469.388,1512.794,2410.305,2583.301,1098.638,1124.057,1036.497,1216.483,1783.506,1950.327,998.764,1102.07,5333.992,5845.051,3367.26190909091,2430.97507987038,0.721944162795076
"b1742","ves",4017.271,2140.897,1556.943,2038.794,6744.52,9963.936,6369.657,10290.318,798.695,1042.983,1991.997,2639.41,565.35,807.322,773.63,1255.895,666.056,721.322,254.584,236.55,458.253,443.257,2535.34727272727,2721.84318280282,1.07355832949659
"b1743","spy",2209.494,2439.72,3389.837,3084.883,5722.778,5006.199,6546.463,4286.249,2645.821,1203.066,3396.893,1961.851,1810.911,582.252,1739.552,693.379,2555.695,2382.896,733.422,666.056,1095.216,1030.408,2508.32004545455,1158.18215511955,0.461736195593679
"b1744","astE",1228.345,689.545,2773.515,4391.506,4798.94,9136.969,5395.347,10459.31,1242.044,1109.351,2589.576,2591.371,483.543,667.443,568.493,806.203,982.627,1045.154,355.696,339.084,1648.571,1060.846,2471.06722727273,2512.95277201538,1.01695038656997
"b1745","astB",2656.848,1616.323,2449.039,3378.109,4151.739,8955.138,4192.224,7806.716,1091.427,1079.39,1963.892,2165.523,567.116,715.347,626.209,813.219,1095.976,1005.711,435.039,489.444,1417.369,905.769,2253.52577272727,2053.96666636614,0.911445829119753
"b1746","astD",1466.844,932.849,1811.539,2983.934,2916.455,7082.289,3456.27,5653.78,988.776,1059.01,2149.075,2174.548,465.617,686.445,478.873,715.347,633.192,574.236,376.238,383.877,958.411,861.974,1764.07177272727,1568.25190319216,0.888995520158246
"b1747","astA",2826.89,1764.447,1532.849,2713.614,4925.314,9423.191,5016.62,10054.126,887.744,1100.543,2055.823,2419.511,443.564,599.244,548.748,966.081,638.924,546.66,200.854,198.088,551.991,514.669,2269.5225,2530.34779734194,1.11492518683641
"b1748","astC",3464.665,1918.15,2531.014,5310.014,4695.295,10535.711,5132.692,12403.847,812.374,1214.376,2296.148,2633.928,583.869,1273.427,618.016,1284.063,836.082,752.997,357.302,261.923,3875.052,3281.182,3003.2785,2878.28978612868,0.958382576284109
"b1749","xthA",2296.148,3533.789,4827.297,2996.37,6569.191,6057.472,6030.241,4783.994,1841.289,1716.793,3181.519,2818.086,569.874,469.669,770.686,755.873,1473.468,1605.715,866.767,899.201,4221.383,4206.778,2840.52740909091,1478.7458268096,0.520588473139521
"b1750","ydjX",2734.384,1896.337,2863.373,3786.108,4956.136,7377.928,4432.792,6216.988,917.141,1151.262,1810.911,2255.92,482.538,677.229,555.06,829.156,1230.902,1300.184,530.056,610.565,1221.976,945.543,2217.38586363636,1698.35447156294,0.765926444925447
"b1751","ydjY",3691.522,1787.838,2531.014,7243.644,6212.68,11513.19,5595.301,12979.975,697.234,1276.962,1898.31,3014.076,498.345,1060.846,618.016,1594.071,625.992,721.072,457.459,399.071,1167.333,972.126,3025.27622727273,3280.02597240411,1.08420710242418
"b1752","ydjZ",4653.176,2517.891,3172.71,5965.8,5308.174,8877.883,4469.817,6139.902,1409.043,2200.324,2611.205,3609.292,641.587,1027.199,710.652,1108.966,541.193,465.294,505.126,535.781,3542.372,4418.987,2928.74427272727,1998.3993973691,0.68234001035132
"b1753","ynjA",2087.412,1739.552,2376.298,2404.465,5109.619,5877.553,5760.587,6608.009,1175.86,1157.262,1948.975,1842.565,620.161,632.754,500.248,548.558,1769.345,1621.373,693.139,726.591,1267.702,913.968,2153.72709090909,1509.02602952592,0.700657959820229
"b1754","ynjB",3018.257,2144.611,2582.406,2964.35,4166.153,6829.196,3735.278,5319.224,1086.144,1401.737,2795.712,3357.1,611.2,847.165,586.505,895.159,390.722,356.56,424.906,477.382,958.743,939.012,2085.79645454545,1552.98887882498,0.744554376550331
"b1755","ynjC",3658.407,1764.447,2371.362,4349.096,4798.94,9061.285,5021.839,9371.083,1117.842,1490.417,1274.309,2144.611,542.696,975.501,532.449,917.459,676.994,661.226,566.919,555.252,1632.084,894.849,2471.77577272727,2329.77123590894,0.942549587877201
"b1756","ynjD",2042.33,1547.796,1986.482,2452.436,3198.101,5591.424,3992.288,5764.581,1424.263,1112.816,3162.829,2026.817,398.38,556.408,583.869,694.822,2144.611,2143.125,399.209,427.861,2721.149,2401.966,2126.07104545455,1236.18923824436,0.58144305237931
"b1757","ynjE",2865.359,1494.555,2289.791,3475.488,4491.557,9967.39,4365.708,8528.049,858.396,1183.218,2058.674,2589.576,395.08,731.138,475.73,933.173,973.812,1034.344,459.525,481.703,1031.122,697.476,2335.49381818182,2327.35588599991,0.996515541116593
"b1758","ynjF",1917.486,1957.776,1974.128,2199.561,4455.896,4906.573,5090.177,5037.527,655.522,693.379,1571.58,1317.877,629.255,927.048,642.699,686.921,814.065,892.062,611.623,556.987,3361.758,3688.964,2026.76654545455,1276.5804236757,0.629860615441233
"b1759","nudG",3623.078,3000.527,5790.612,7709.919,8908.705,7691.237,7918.437,8404.813,1268.141,1484.231,2416.16,3085.952,489.444,520.95,671.154,817.741,553.14,612.472,394.396,370.801,978.888,1028.981,3079.08086363636,2638.05156749507,0.856765926043124
"b1760","ynjH",2307.316,2111.423,3112.806,2868.339,4706.699,4388.463,4973.342,3743.054,831.746,1009.902,2126.109,2291.378,554.483,548.368,503.728,588.745,1152.459,1001.19,538.014,581.043,1046.967,1136.199,1914.62604545455,1101.88672170295,0.575510149524447
"b1761","gdhA",3829.658,2988.074,4151.739,4687.165,4131.643,9238.866,4617.832,7712.592,1378.134,1560.183,2268.464,2714.555,504.776,841.314,664.903,1017.632,1073.049,1468.879,534.113,724.579,8734.443,7238.625,3276.419,2440.36563889227,0.744827092899984
"b1762","ynjI",7499.091,2649.492,3223.696,5432.874,7728.646,12537.83,7181.154,13682.08,1159.671,1694.331,2581.511,2797.65,913.968,1810.284,847.459,1201.816,2636.668,2329.008,1126.397,710.406,1704.343,1427.228,3767.07286363636,3320.50744595204,0.881455593281714
"b1763","topB",4882.824,4818.94,6467.534,4708.331,9867.713,10865.749,9731.861,7380.485,1562.348,1460.757,3079.542,2686.477,844.82,1145.292,813.783,1156.46,3881.773,3674.927,1942.905,1658.887,5018.359,3593.067,4147.40154545455,2328.36162983624,0.561402508128992
"b1764","selD",2669.77,5182.742,6557.817,5060.275,10948.913,7380.485,8340.973,5198.934,2052.263,1789.077,3444.312,3595.558,754.564,1085.768,702.571,884.979,3621.822,4709.963,1959.813,2371.362,4942.413,4326.546,3980.95090909091,1987.80661484925,0.499329597436104
"b1765","ydjA",2296.944,4253.692,4896.381,3170.512,7362.602,5760.587,7191.116,4420.519,1385.317,1526.487,2614.827,3116.044,684.782,766.69,683.122,786.88,1766.282,2044.454,1276.52,1432.183,955.095,1168.547,2707.25377272727,1539.62593993036,0.568703959503343
"b1766","sppA",5053.265,3385.141,3875.052,6191.186,8110.078,13686.823,7496.492,14282.887,1166.524,1850.886,2679.968,3800.57,495.761,1154.058,558.34,1433.176,1723.35,1804.02,897.333,1120.945,4987.15,4056.444,4082.24768181818,3432.10371294822,0.840738725441471
"b1767","ansA",2913.424,3700.488,5849.104,4000.598,8237.552,9254.889,9092.744,7640.758,1319.705,1272.985,2104.118,2217.933,679.58,898.578,775.509,973.475,837.532,1038.295,1063.055,1103.599,4331.047,4346.083,3347.77504545455,2288.0349326916,0.683449425850219
"b1768","pncA",3728.811,3862.984,4750.949,3516.684,8068.026,6216.988,7504.291,7530.344,955.757,1230.902,2245.779,2576.148,946.855,1596.836,826.86,1082.762,889.284,991.521,811.248,448.2,1063.792,1010.603,2811.61927272727,2017.10679440773,0.717418184593371
"b1769","ydjE",3368.755,1426.239,1914.829,3714.623,4563.737,10455.685,4151.739,8807.397,953.441,1704.343,1768.119,2740.076,603.412,1135.412,715.843,1321.994,1077.894,986.38,343.818,348.859,919.688,696.993,2441.78527272727,2416.58395204353,0.989679141337601
"b1770","ydjF",1794.666,1638.886,2383.722,2410.305,2851.489,5100.772,3021.397,4167.597,887.129,1160.877,2114.352,2250.453,651.897,823.429,541.193,666.287,904.828,1250.683,511.468,675.354,3601.794,3949.625,1970.82740909091,1111.26786491552,0.563858539712576
"b1771","ydjG",4006.148,1751.044,2838.671,4833.994,5748.62,14056.989,5595.301,12801.276,1158.065,1366.718,2337.904,2726.813,381.622,636.493,693.379,999.11,749.612,780.362,425.938,414.004,1402.223,953.111,3029.88168181818,3470.60340226215,1.14545839300877
"b1772","ydjH",3103.112,1647.999,2035.264,3389.837,3072.08,7306.678,3937.325,6902.963,477.713,695.545,2049.42,2846.553,476.886,765.628,629.473,1136.199,694.581,735.204,424.759,437.003,3564.54,3775.626,2277.47218181818,1749.68379214421,0.768256932450161
"b1773","ydjI",2628.456,2259.832,2634.841,2853.467,3570.722,4147.424,3926.423,4308.59,1139.749,1415.896,1968.662,2211.792,699.17,997.726,536.153,688.589,551.035,557.18,420.365,479.205,3532.564,3895.249,2064.68590909091,1095.14687729774,0.530418148579285
"b1774","ydjJ",2842.609,1605.715,2267.678,3931.87,2317.735,5247.811,3041.358,4971.619,882.529,1550.481,1800.273,2821.018,663.292,1226.643,595.311,921.921,527.307,595.311,361.788,415.585,1178.716,1000.843,1853.06422727273,1238.78206188201,0.668504654965578
"b1775","ydjK",3020.35,1317.42,1922.809,3274.366,3532.564,7943.175,3430.017,7301.616,863.169,1284.063,1953.709,2422.028,378.986,784.701,543.637,1065.637,957.746,989.462,323.697,357.922,1281.84,874.309,2082.87377272727,1857.39075035711,0.891744269229086
"b1776","ydjL",1191.035,818.024,1910.852,2932.672,3978.476,9077.001,4227.239,7646.056,733.422,810.967,2181.342,2410.305,509.698,981.266,567.509,1035.061,783.343,966.416,356.807,426.086,2015.609,2029.629,2163.12795454545,2067.28863414134,0.955694104825041
"b1777","yeaC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"b1778","msrB",2185.125,4622.636,6152.683,3352.45,14972.214,5213.368,11840.973,4200.95,2148.33,748.055,3990.904,1617.444,1281.395,439.738,1148.074,463.042,1946.275,2531.014,896.711,1202.232,1024.355,1249.816,3328.53563636364,2892.33415290146,0.868950934850521
"b1779","gapA",387.083,4985.422,6619.47,456.193,18548.308,958.743,11036.537,952.78,3439.54,433.534,3861.645,827.721,2606.684,625.125,1675.063,174.853,7238.625,8758.694,5335.841,4295.171,3364.089,2259.832,4038.22513636364,3840.03511052592,0.950921501613903
"b1780","yeaD",6789.078,6770.281,9248.476,9338.661,15985.763,13507.752,14189.145,16908.956,2220.24,1681.461,5083.125,2699.544,937.386,928.978,1265.507,1729.932,3715.91,4577.994,3560.835,2844.58,1216.061,1373.842,5753.34122727273,4302.64214427884,0.747851026788208
"b1781","yeaE",2803.474,2834.739,3630.619,4264.024,6836.3,7755.478,5577.875,7294.028,1653.721,2186.64,2723.035,3408.686,862.87,1216.904,841.022,1134.625,941.293,1179.124,747.796,986.038,4385.422,4971.619,3101.606,1845.96775593236,0.595165135717548
"b1782","mipA",1583.608,8152.348,11159.618,1668.111,12533.485,3601.794,10850.696,3469.471,4238.976,1082.762,6571.468,1586.905,2149.075,741.601,1913.502,688.828,3317.774,3940.055,1868.287,2147.586,1077.521,1403.195,3897.57572727273,2954.65974482257,0.758076289357962
"b1783","yeaG",3799.253,2204.904,3062.512,6451.863,5930.755,13531.18,5451.736,14477.25,702.327,1775.488,1858.599,3449.09,445.259,1230.902,602.159,1649.714,756.135,935.439,866.767,644.707,1325.665,1665.223,3309.86031818182,3587.26454223225,1.08381145951283
"b1784","yeaH",5918.435,2437.185,2922.526,6378.493,4971.619,10723.587,5209.756,8393.169,1324.746,2557.467,2700.48,4386.942,729.366,1301.085,766.159,1389.644,779.551,624.908,914.602,815.194,3149.703,2526.632,3223.69313636364,2396.02335070082,0.743254165129242
"b1785","yeaI",3203.648,1512.27,1767.507,3527.67,5514.445,6686.335,5883.667,7319.351,1120.168,1673.323,1883.891,2034.558,776.316,904.828,620.591,764.567,1089.16,987.064,707.458,651.445,1792.18,954.433,2335.22159090909,1743.49274041372,0.746606980340133
